ID_Porudzbine,Datum,Proizvod,Kategorija,Kolicina,Prodajna_Cena,Nabavna_Cena,Grad
ORD_11116,2025-12-05,Mehanicka Tastatura,Periferije,2.0,69.46 RSD,35,Beograd
ORD_11117,2025-01-28,Slusalice ANC,Periferije,3.0,112.8 RSD,50,Subotica
ORD_11118,2025-08-26,Laptop ASUS ZenBook,Elektronika,2.0,993.43 RSD,750,
ORD_11119,2025-07-14,Dell Monitor 27,Elektronika,2.0,262.77 RSD,180,Novi Sad
ORD_11120,2026-03-22,iPhone 15 Pro,Elektronika,5.0,1233.3 RSD,850,Nis
ORD_11121,2025-09-29,Mehanicka Tastatura,Periferije,,83.29 RSD,35,Kragujevac
ORD_11122,2025-11-09,Kancelarijska Stolica,Namestaj,4.0,153.36 RSD,70,Novi Sad
ORD_11123,2026-02-15,Radni Sto Podesivi,Namestaj,3.0,252.98,120,Nis
ORD_11124,2026-01-11,Gaming Mis RGB,Periferije,2.0,49.05 RSD,20,Kragujevac
ORD_11125,2025-06-10,Kancelarijska Stolica,Namestaj,2.0,144.03 RSD,70,Subotica
ORD_11126,2025-02-20,Laptop ASUS ZenBook,Elektronika,4.0,954.14 RSD,750,Novi Sad
ORD_11127,2025-05-09,Samsung S24 Ultra,Elektronika,,1211.2 RSD,900,Subotica
ORD_11128,2025-12-03,Laptop ASUS ZenBook,Elektronika,5.0,1016.99 RSD,750,Kragujevac
ORD_11129,2025-02-14,HP Pavilion Gaming,Elektronika,1.0,856.85 RSD,680,
ORD_11130,2025-02-26,Slusalice ANC,Periferije,2.0,109.42 RSD,50,Nis
ORD_11131,2025-05-22,HP Pavilion Gaming,Elektronika,4.0,901.72 RSD,680,
ORD_11132,2025-03-24,Kancelarijska Stolica,Namestaj,3.0,129.93 RSD,70,Subotica
ORD_11133,2025-06-20,Mehanicka Tastatura,Periferije,4.0,71.52 RSD,35,Novi Sad
ORD_11134,2025-02-05,iPhone 15 Pro,Elektronika,4.0,1183.98 RSD,850,Kragujevac
ORD_11135,2025-11-27,Mehanicka Tastatura,Periferije,2.0,69.22 RSD,35,Nis
ORD_11136,2025-11-26,Samsung S24 Ultra,Elektronika,5.0,1326.31 RSD,900,Novi Sad
ORD_11137,2025-02-07,HP Pavilion Gaming,Elektronika,1.0,901.58,680,Nis
ORD_11138,2025-03-18,Laptop ASUS ZenBook,Elektronika,,1040.73 RSD,750,Subotica
ORD_11139,2025-03-19,Mehanicka Tastatura,Periferije,3.0,77.48 RSD,35,Kragujevac
ORD_11140,2025-12-29,Laptop ASUS ZenBook,Elektronika,5.0,1116.43 RSD,750,Nis
ORD_11141,2025-10-04,Mehanicka Tastatura,Periferije,1.0,73.56 RSD,35,
ORD_11142,2025-10-18,Gaming Mis RGB,Periferije,1.0,49.28 RSD,20,Novi Sad
ORD_11143,2025-01-29,Radni Sto Podesivi,Namestaj,4.0,240.79 RSD,120,Subotica
ORD_11144,2026-03-13,Kancelarijska Stolica,Namestaj,5.0,135.51 RSD,70,Nis
ORD_11145,2025-04-01,Radni Sto Podesivi,Namestaj,2.0,256.43 RSD,120,
ORD_11146,2025-12-23,Samsung S24 Ultra,Elektronika,3.0,1312.33 RSD,900,
ORD_11147,2025-02-13,Kancelarijska Stolica,Namestaj,4.0,147.25 RSD,70,Beograd
ORD_11148,2025-04-09,iPhone 15 Pro,Elektronika,1.0,1224.14,850,Beograd
ORD_11149,2025-02-02,Gaming Mis RGB,Periferije,4.0,51.17 RSD,20,Nis
ORD_11150,2025-01-09,Dell Monitor 27,Elektronika,4.0,297.5,180,
ORD_11151,2025-03-02,Laptop ASUS ZenBook,Elektronika,4.0,1119.14 RSD,750,Kragujevac
ORD_11152,2025-03-18,Gaming Mis RGB,Periferije,5.0,49.47 RSD,20,Subotica
ORD_11153,2025-09-08,Laptop ASUS ZenBook,Elektronika,2.0,1084.63 RSD,750,Kragujevac
ORD_11154,2025-12-26,Laptop ASUS ZenBook,Elektronika,,1071.09 RSD,750,
ORD_11155,2026-02-25,Laptop ASUS ZenBook,Elektronika,3.0,1100.6 RSD,750,Beograd
ORD_11156,2026-02-23,Slusalice ANC,Periferije,1.0,96.99 RSD,50,Kragujevac
ORD_11157,2025-02-02,Slusalice ANC,Periferije,2.0,112.88 RSD,50,
ORD_11158,2025-03-03,Mehanicka Tastatura,Periferije,3.0,81.95 RSD,35,Beograd
ORD_11159,2026-01-27,Kancelarijska Stolica,Namestaj,2.0,128.38,70,Subotica
ORD_11160,2025-03-14,HP Pavilion Gaming,Elektronika,3.0,964.41 RSD,680,Novi Sad
ORD_11161,2025-08-13,Dell Monitor 27,Elektronika,2.0,262.73 RSD,180,Beograd
ORD_11162,2025-07-12,HP Pavilion Gaming,Elektronika,,871.17 RSD,680,Nis
ORD_11163,2025-01-04,HP Pavilion Gaming,Elektronika,1.0,948.77 RSD,680,
ORD_11164,2025-08-02,Slusalice ANC,Periferije,3.0,97.04 RSD,50,Nis
ORD_11165,2025-03-15,iPhone 15 Pro,Elektronika,2.0,1216.31 RSD,850,Nis
ORD_11166,2025-11-09,Samsung S24 Ultra,Elektronika,2.0,1321.35 RSD,900,
ORD_11167,2025-02-15,Gaming Mis RGB,Periferije,5.0,47.57 RSD,20,Novi Sad
ORD_11168,2025-10-13,Mehanicka Tastatura,Periferije,1.0,68.1 RSD,35,Kragujevac
ORD_11169,2025-07-05,HP Pavilion Gaming,Elektronika,5.0,862.04 RSD,680,Kragujevac
ORD_11170,2026-01-30,Samsung S24 Ultra,Elektronika,4.0,1265.4 RSD,900,Subotica
ORD_11171,2026-02-12,Samsung S24 Ultra,Elektronika,1.0,1360.11 RSD,900,Nis
ORD_11172,2025-03-23,Gaming Mis RGB,Periferije,,48.82 RSD,20,
ORD_11173,2025-04-18,Kancelarijska Stolica,Namestaj,3.0,135.29 RSD,70,Nis
ORD_11174,2026-01-15,Laptop ASUS ZenBook,Elektronika,1.0,1074.48,750,Beograd
ORD_11175,2025-09-21,Laptop ASUS ZenBook,Elektronika,4.0,1053.8 RSD,750,
ORD_11176,2025-10-24,Gaming Mis RGB,Periferije,5.0,50.3 RSD,20,
ORD_11177,2026-02-03,Kancelarijska Stolica,Namestaj,2.0,130.71 RSD,70,Beograd
ORD_11178,2025-07-12,Mehanicka Tastatura,Periferije,2.0,80.18 RSD,35,Kragujevac
ORD_11179,2025-08-12,Gaming Mis RGB,Periferije,1.0,47.91 RSD,20,Nis
ORD_11180,2025-07-11,iPhone 15 Pro,Elektronika,4.0,1251.12 RSD,850,
ORD_11181,2025-04-14,Kancelarijska Stolica,Namestaj,,137.76 RSD,70,Kragujevac
ORD_11182,2025-03-11,Laptop ASUS ZenBook,Elektronika,3.0,1074.18 RSD,750,Nis
ORD_11183,2025-04-23,iPhone 15 Pro,Elektronika,3.0,1243.69 RSD,850,
ORD_11184,2025-10-23,Slusalice ANC,Periferije,2.0,95.76 RSD,50,Subotica
ORD_11185,2025-09-08,Mehanicka Tastatura,Periferije,5.0,83.0 RSD,35,Nis
ORD_11186,2025-01-08,Gaming Mis RGB,Periferije,3.0,49.38 RSD,20,Beograd
ORD_11187,2025-08-11,Samsung S24 Ultra,Elektronika,3.0,1122.64 RSD,900,Kragujevac
ORD_11188,2025-01-03,iPhone 15 Pro,Elektronika,,1092.23 RSD,850,Nis
ORD_11189,2025-08-06,Dell Monitor 27,Elektronika,1.0,297.49 RSD,180,
ORD_11190,2025-09-11,HP Pavilion Gaming,Elektronika,4.0,820.3 RSD,680,Subotica
ORD_11191,2025-03-09,Mehanicka Tastatura,Periferije,2.0,77.31 RSD,35,Subotica
ORD_11192,2025-12-09,Laptop ASUS ZenBook,Elektronika,4.0,1011.09 RSD,750,Kragujevac
ORD_11193,2025-08-21,Slusalice ANC,Periferije,1.0,107.16 RSD,50,
ORD_11194,2026-02-09,Mehanicka Tastatura,Periferije,2.0,68.73 RSD,35,
ORD_11195,2025-07-17,Laptop ASUS ZenBook,Elektronika,1.0,1126.74 RSD,750,Subotica
ORD_11196,2026-01-21,Radni Sto Podesivi,Namestaj,4.0,261.17 RSD,120,Kragujevac
ORD_11197,2026-02-08,Slusalice ANC,Periferije,2.0,114.82 RSD,50,Novi Sad
ORD_11198,2025-12-12,Laptop ASUS ZenBook,Elektronika,5.0,1099.92 RSD,750,Nis
ORD_11199,2025-11-13,Kancelarijska Stolica,Namestaj,4.0,131.4,70,
ORD_11090,2026-02-25,Laptop ASUS ZenBook,Elektronika,5.0,1142.4 RSD,750,Novi Sad
ORD_11040,2025-01-01,Radni Sto Podesivi,Namestaj,2.0,239.47 RSD,120,Subotica
ORD_10610,2025-11-29,Mehanicka Tastatura,Periferije,4.0,68.63 RSD,35,Kragujevac
ORD_10545,2025-02-04,Laptop ASUS ZenBook,Elektronika,5.0,1013.8,750,Subotica
ORD_11017,2025-12-21,Radni Sto Podesivi,Namestaj,3.0,240.9 RSD,120,Beograd
ORD_11061,2025-10-23,Radni Sto Podesivi,Namestaj,1.0,261.7 RSD,120,Beograd
ORD_10196,2025-08-21,Dell Monitor 27,Elektronika,1.0,298.56 RSD,180,Novi Sad
ORD_11047,2025-08-25,Dell Monitor 27,Elektronika,3.0,256.46 RSD,180,
ORD_10090,2025-10-14,Gaming Mis RGB,Periferije,5.0,43.7 RSD,20,Nis
ORD_10712,2025-08-13,Kancelarijska Stolica,Namestaj,3.0,141.65 RSD,70,
ORD_10594,2025-05-08,Samsung S24 Ultra,Elektronika,5.0,1338.16 RSD,900,Subotica
ORD_10994,2025-12-17,Slusalice ANC,Periferije,5.0,101.44 RSD,50,Novi Sad
ORD_11197,2026-02-08,Slusalice ANC,Periferije,2.0,114.82 RSD,50,Novi Sad
ORD_10402,2025-12-16,Mehanicka Tastatura,Periferije,1.0,76.08 RSD,35,Beograd
ORD_10408,2025-02-04,Samsung S24 Ultra,Elektronika,,1340.4 RSD,900,Kragujevac
ORD_11011,2026-01-27,Mehanicka Tastatura,Periferije,,83.8 RSD,35,Novi Sad
ORD_10200,2025-03-01,Radni Sto Podesivi,Namestaj,4.0,244.6 RSD,120,Novi Sad
ORD_10095,2025-04-29,iPhone 15 Pro,Elektronika,2.0,1138.51 RSD,850,Beograd
ORD_10376,2025-08-02,Laptop ASUS ZenBook,Elektronika,2.0,1120.87 RSD,750,Subotica
ORD_10656,2025-01-15,Dell Monitor 27,Elektronika,5.0,272.03 RSD,180,Beograd
ORD_10498,2025-03-12,Mehanicka Tastatura,Periferije,5.0,83.59 RSD,35,Nis
ORD_10026,2025-05-03,Kancelarijska Stolica,Namestaj,3.0,133.49,70,Subotica
ORD_10919,2025-07-19,Samsung S24 Ultra,Elektronika,4.0,1141.43 RSD,900,Novi Sad
ORD_10662,2025-11-28,Samsung S24 Ultra,Elektronika,2.0,1262.5 RSD,900,
ORD_11076,2025-07-27,Dell Monitor 27,Elektronika,1.0,278.06 RSD,180,Novi Sad
ORD_10893,2025-01-14,Dell Monitor 27,Elektronika,1.0,278.83 RSD,180,Subotica
ORD_10410,2025-03-13,Samsung S24 Ultra,Elektronika,1.0,1188.02 RSD,900,
ORD_10566,2025-08-22,HP Pavilion Gaming,Elektronika,5.0,882.03,680,Kragujevac
ORD_11173,2025-04-18,Kancelarijska Stolica,Namestaj,3.0,135.29 RSD,70,Nis
ORD_10468,2025-04-01,Gaming Mis RGB,Periferije,3.0,44.74 RSD,20,Novi Sad
ORD_10542,2025-05-04,Mehanicka Tastatura,Periferije,1.0,71.66 RSD,35,Kragujevac
ORD_10513,2025-05-29,Kancelarijska Stolica,Namestaj,3.0,153.48 RSD,70,Kragujevac
ORD_10855,2026-03-25,Dell Monitor 27,Elektronika,3.0,266.44 RSD,180,Novi Sad
ORD_10443,2025-12-26,Laptop ASUS ZenBook,Elektronika,1.0,1016.54 RSD,750,Nis
ORD_10005,2025-07-14,HP Pavilion Gaming,Elektronika,1.0,837.14,680,Kragujevac
ORD_10167,2025-06-20,Gaming Mis RGB,Periferije,3.0,44.37 RSD,20,Nis
ORD_11178,2025-07-12,Mehanicka Tastatura,Periferije,2.0,80.18 RSD,35,Kragujevac
ORD_11126,2025-02-20,Laptop ASUS ZenBook,Elektronika,4.0,954.14 RSD,750,Novi Sad
ORD_10414,2025-10-12,iPhone 15 Pro,Elektronika,4.0,1171.64 RSD,850,
ORD_10761,2025-10-27,iPhone 15 Pro,Elektronika,,1094.81 RSD,850,Nis
